userId,songId,Q1,Q2,Q3,Extraversion,sociability,assertiveness,energy_level,Agreeableness,compassion,respectfulness,trust,Conscientiousness,organization,productiveness,responsibility,Neuroticism,anxiety,depression,emotional_volatility,Openness,intellectual_curiosity,aesthetic_sensitivity,creative_imagination,rms,lowenergy,eventdensity,pulseclarity,attacktime_mean,attacktime_std,attacktime_slope,attacktime_periodentropy,attackslope_mean,attackslope_std,attackslope_slope,attackslope_periodentropy,zerocross,brightness,centroid,spread,skewness,kurtosis,flatness,mirentropy,inharmonicity,activity,valence,tension,happy,sad,tender,anger,fear
57,25457,4,4,3,2.416666667,2,2.75,2.5,3.583333333,4,4.5,2.25,2.416666667,2,2,3.25,2.166666667,1.75,3.5,1.25,3.166666667,4,2.25,3.25,0.04912774324,0.5458593054,5.261935858,0.5091590816,0.06549707602,0.01900971091,-0.02939172517,0.9599165918,197749.0693,190882.4146,0.1860642293,0.9616405653,1010.268207,0.2748984886,1444.828396,0.5816456097,56481784203,1.0647E+15,0.0236795105,0.8171582636,0.4881031512,6.364900486,6.711396951,8.298122256,2.339614601,1.152817357,1.890388667,1.803003159,2.650476797
66,25457,4,5,3,3.333333333,3.75,4.5,1.75,2.333333333,2,2.5,2.5,2.833333333,2.25,3,3.25,3.166666667,3.25,3.5,2.75,4.75,4.75,5,4.5,0.04912774324,0.5458593054,5.261935858,0.5091590816,0.06549707602,0.01900971091,-0.02939172517,0.9599165918,197749.0693,190882.4146,0.1860642293,0.9616405653,1010.268207,0.2748984886,1444.828396,0.5816456097,56481784203,1.0647E+15,0.0236795105,0.8171582636,0.4881031512,6.364900486,6.711396951,8.298122256,2.339614601,1.152817357,1.890388667,1.803003159,2.650476797
73,25457,3,3,3,3,2,3.75,3.25,3.25,3.75,3.5,2.5,4.083333333,4.5,3.75,4,3.75,4,3.75,3.5,4.416666667,4,4.25,5,0.04912774324,0.5458593054,5.261935858,0.5091590816,0.06549707602,0.01900971091,-0.02939172517,0.9599165918,197749.0693,190882.4146,0.1860642293,0.9616405653,1010.268207,0.2748984886,1444.828396,0.5816456097,56481784203,1.0647E+15,0.0236795105,0.8171582636,0.4881031512,6.364900486,6.711396951,8.298122256,2.339614601,1.152817357,1.890388667,1.803003159,2.650476797
266,25457,4,4,4,2.833333333,3,4.5,1,2.166666667,2.25,2.75,1.5,2.5,2,2.5,3,2.5,3,2.75,1.75,4.333333333,4.25,4.75,4,0.04912774324,0.5458593054,5.261935858,0.5091590816,0.06549707602,0.01900971091,-0.02939172517,0.9599165918,197749.0693,190882.4146,0.1860642293,0.9616405653,1010.268207,0.2748984886,1444.828396,0.5816456097,56481784203,1.0647E+15,0.0236795105,0.8171582636,0.4881031512,6.364900486,6.711396951,8.298122256,2.339614601,1.152817357,1.890388667,1.803003159,2.650476797
274,25457,4,4,4,3,2.75,3,3.25,4,3.75,4.5,3.75,3.833333333,3.75,4,3.75,3.666666667,3.25,4.25,3.5,4.75,4.25,5,5,0.04912774324,0.5458593054,5.261935858,0.5091590816,0.06549707602,0.01900971091,-0.02939172517,0.9599165918,197749.0693,190882.4146,0.1860642293,0.9616405653,1010.268207,0.2748984886,1444.828396,0.5816456097,56481784203,1.0647E+15,0.0236795105,0.8171582636,0.4881031512,6.364900486,6.711396951,8.298122256,2.339614601,1.152817357,1.890388667,1.803003159,2.650476797
278,25457,4,4,3,2.5,2,2.5,3,3.666666667,4.25,3.5,3.25,2.333333333,2,2.25,2.75,4.583333333,5,4.25,4.5,4.5,4.75,4.5,4.25,0.04912774324,0.5458593054,5.261935858,0.5091590816,0.06549707602,0.01900971091,-0.02939172517,0.9599165918,197749.0693,190882.4146,0.1860642293,0.9616405653,1010.268207,0.2748984886,1444.828396,0.5816456097,56481784203,1.0647E+15,0.0236795105,0.8171582636,0.4881031512,6.364900486,6.711396951,8.298122256,2.339614601,1.152817357,1.890388667,1.803003159,2.650476797
289,25457,4,4,4,3.25,3.5,3,3.25,2.75,3,2.75,2.5,3.25,3.5,3.25,3,3.333333333,3.25,3.75,3,4.583333333,4.5,5,4.25,0.04912774324,0.5458593054,5.261935858,0.5091590816,0.06549707602,0.01900971091,-0.02939172517,0.9599165918,197749.0693,190882.4146,0.1860642293,0.9616405653,1010.268207,0.2748984886,1444.828396,0.5816456097,56481784203,1.0647E+15,0.0236795105,0.8171582636,0.4881031512,6.364900486,6.711396951,8.298122256,2.339614601,1.152817357,1.890388667,1.803003159,2.650476797
296,25457,3,3,3,3.416666667,3,3.5,3.75,4.416666667,5,4.25,4,4.833333333,5,4.5,5,1.333333333,1.75,1,1.25,3.833333333,4.25,2.5,4.75,0.04912774324,0.5458593054,5.261935858,0.5091590816,0.06549707602,0.01900971091,-0.02939172517,0.9599165918,197749.0693,190882.4146,0.1860642293,0.9616405653,1010.268207,0.2748984886,1444.828396,0.5816456097,56481784203,1.0647E+15,0.0236795105,0.8171582636,0.4881031512,6.364900486,6.711396951,8.298122256,2.339614601,1.152817357,1.890388667,1.803003159,2.650476797
307,25457,1,1,1,3.666666667,3.75,3.75,3.5,3.25,3.5,3.25,3,3.5,3,3.5,4,3.083333333,3.75,2.5,3,3.416666667,4.25,1.5,4.5,0.04912774324,0.5458593054,5.261935858,0.5091590816,0.06549707602,0.01900971091,-0.02939172517,0.9599165918,197749.0693,190882.4146,0.1860642293,0.9616405653,1010.268207,0.2748984886,1444.828396,0.5816456097,56481784203,1.0647E+15,0.0236795105,0.8171582636,0.4881031512,6.364900486,6.711396951,8.298122256,2.339614601,1.152817357,1.890388667,1.803003159,2.650476797
116,27376,4,3,3,2.833333333,2.25,3,3.25,3,3.5,3,2.5,3.083333333,2,3.75,3.5,3.5,4.25,3.25,3,3.416666667,3.5,3,3.75,0.05082740139,0.6028169014,2.993569132,0.08386519301,0.07451492537,0.02946698402,0.1226492125,0.9632501304,265311.0369,290138.1396,-0.04521915771,0.9621909016,1193.844249,0.4880253792,2544.569876,0.8636797185,139746064777,2.4313E+15,0.1614422873,0.8830524826,0.4886683213,7.666075314,7.186632963,8.469197266,3.693476539,0.3261951988,1.028614476,2.071304148,2.54057052
138,27376,3,3,3,3.416666667,3.25,4,3,2,1.75,2,2.25,2.5,2.25,2.25,3,2.916666667,3.5,2.25,3,2.666666667,3,1.75,3.25,0.05082740139,0.6028169014,2.993569132,0.08386519301,0.07451492537,0.02946698402,0.1226492125,0.9632501304,265311.0369,290138.1396,-0.04521915771,0.9621909016,1193.844249,0.4880253792,2544.569876,0.8636797185,139746064777,2.4313E+15,0.1614422873,0.8830524826,0.4886683213,7.666075314,7.186632963,8.469197266,3.693476539,0.3261951988,1.028614476,2.071304148,2.54057052
173,27376,1,2,3,2,1.5,3.25,1.25,3.666666667,3.5,4.75,2.75,2.166666667,1.25,2.5,2.75,4.416666667,4.5,4,4.75,2.333333333,3.5,1,2.5,0.05082740139,0.6028169014,2.993569132,0.08386519301,0.07451492537,0.02946698402,0.1226492125,0.9632501304,265311.0369,290138.1396,-0.04521915771,0.9621909016,1193.844249,0.4880253792,2544.569876,0.8636797185,139746064777,2.4313E+15,0.1614422873,0.8830524826,0.4886683213,7.666075314,7.186632963,8.469197266,3.693476539,0.3261951988,1.028614476,2.071304148,2.54057052
244,27376,4,5,5,2.166666667,2,1.75,2.75,3.083333333,3.25,3,3,2.416666667,2.5,2,2.75,4,3.75,4.25,4,3.5,2.75,4.25,3.5,0.05082740139,0.6028169014,2.993569132,0.08386519301,0.07451492537,0.02946698402,0.1226492125,0.9632501304,265311.0369,290138.1396,-0.04521915771,0.9621909016,1193.844249,0.4880253792,2544.569876,0.8636797185,139746064777,2.4313E+15,0.1614422873,0.8830524826,0.4886683213,7.666075314,7.186632963,8.469197266,3.693476539,0.3261951988,1.028614476,2.071304148,2.54057052
258,27376,3,2,2,2.166666667,1.5,2.75,2.25,2.25,3,2.25,1.5,2.166666667,2.25,1.5,2.75,5,5,5,5,3.666666667,3.5,4,3.5,0.05082740139,0.6028169014,2.993569132,0.08386519301,0.07451492537,0.02946698402,0.1226492125,0.9632501304,265311.0369,290138.1396,-0.04521915771,0.9621909016,1193.844249,0.4880253792,2544.569876,0.8636797185,139746064777,2.4313E+15,0.1614422873,0.8830524826,0.4886683213,7.666075314,7.186632963,8.469197266,3.693476539,0.3261951988,1.028614476,2.071304148,2.54057052
279,27376,5,5,3,3.416666667,3.5,3.5,3.25,3.166666667,3.5,3.25,2.75,3.333333333,3.5,3,3.5,3.333333333,3.25,3.25,3.5,4.666666667,4,5,5,0.05082740139,0.6028169014,2.993569132,0.08386519301,0.07451492537,0.02946698402,0.1226492125,0.9632501304,265311.0369,290138.1396,-0.04521915771,0.9621909016,1193.844249,0.4880253792,2544.569876,0.8636797185,139746064777,2.4313E+15,0.1614422873,0.8830524826,0.4886683213,7.666075314,7.186632963,8.469197266,3.693476539,0.3261951988,1.028614476,2.071304148,2.54057052
294,27376,4,3,3,3.166666667,3.5,2.75,3.25,4.166666667,4,5,3.5,3.583333333,3,4.25,3.5,2.416666667,2.25,3,2,4,3.75,3.75,4.5,0.05082740139,0.6028169014,2.993569132,0.08386519301,0.07451492537,0.02946698402,0.1226492125,0.9632501304,265311.0369,290138.1396,-0.04521915771,0.9621909016,1193.844249,0.4880253792,2544.569876,0.8636797185,139746064777,2.4313E+15,0.1614422873,0.8830524826,0.4886683213,7.666075314,7.186632963,8.469197266,3.693476539,0.3261951988,1.028614476,2.071304148,2.54057052
312,27376,2,1,1,2.75,2.75,3,2.5,3.833333333,4,5,2.5,3,2.25,3.5,3.25,3.5,4,3.75,2.75,2.333333333,3,1,3,0.05082740139,0.6028169014,2.993569132,0.08386519301,0.07451492537,0.02946698402,0.1226492125,0.9632501304,265311.0369,290138.1396,-0.04521915771,0.9621909016,1193.844249,0.4880253792,2544.569876,0.8636797185,139746064777,2.4313E+15,0.1614422873,0.8830524826,0.4886683213,7.666075314,7.186632963,8.469197266,3.693476539,0.3261951988,1.028614476,2.071304148,2.54057052
317,27376,1,1,1,3.5,3,3.75,3.75,3.583333333,3.75,4,3,3.916666667,3.75,3.75,4.25,2.083333333,2.5,1.75,2,4,4.25,3.75,4,0.05082740139,0.6028169014,2.993569132,0.08386519301,0.07451492537,0.02946698402,0.1226492125,0.9632501304,265311.0369,290138.1396,-0.04521915771,0.9621909016,1193.844249,0.4880253792,2544.569876,0.8636797185,139746064777,2.4313E+15,0.1614422873,0.8830524826,0.4886683213,7.666075314,7.186632963,8.469197266,3.693476539,0.3261951988,1.028614476,2.071304148,2.54057052
15,21970,4,4,5,3.75,3.25,4,4,2.916666667,3.5,2.75,2.5,3.5,4,3.25,3.25,3.166666667,3,3,3.5,4.5,4.75,4.25,4.5,0.2109562087,0.5932597327,0.4875390884,0.3317387967,0.08094117647,0.03582405153,-0.0778875096,0.9666175358,2610982.05,2660430.954,0.01894408669,0.9625208744,1250.268681,0.5321469046,2773.01399,0.4615820401,853171172636,2.55517E+16,0.1907853025,0.8871464451,0.4583810831,11.56227131,7.045700917,8.261622405,4.674309722,1.230937584,0.6180625367,3.245497508,2.974797937
126,21970,2,1,1,3.083333333,3.25,3,3,3.25,3.75,3.75,2.25,3.416666667,4,3.25,3,3.166666667,2.5,3.75,3.25,3.833333333,4,4,3.5,0.2109562087,0.5932597327,0.4875390884,0.3317387967,0.08094117647,0.03582405153,-0.0778875096,0.9666175358,2610982.05,2660430.954,0.01894408669,0.9625208744,1250.268681,0.5321469046,2773.01399,0.4615820401,853171172636,2.55517E+16,0.1907853025,0.8871464451,0.4583810831,11.56227131,7.045700917,8.261622405,4.674309722,1.230937584,0.6180625367,3.245497508,2.974797937
212,21970,1,1,1,3.333333333,3.5,3.25,3.25,3.25,3.5,4,2.25,4,4,3.5,4.5,1.916666667,1.5,3,1.25,3.25,3,3.25,3.5,0.2109562087,0.5932597327,0.4875390884,0.3317387967,0.08094117647,0.03582405153,-0.0778875096,0.9666175358,2610982.05,2660430.954,0.01894408669,0.9625208744,1250.268681,0.5321469046,2773.01399,0.4615820401,853171172636,2.55517E+16,0.1907853025,0.8871464451,0.4583810831,11.56227131,7.045700917,8.261622405,4.674309722,1.230937584,0.6180625367,3.245497508,2.974797937
233,21970,1,1,1,2.416666667,2.25,2.75,2.25,2.583333333,2.75,3,2,2.916666667,4,2.75,2,3.583333333,3.75,3.25,3.75,3.333333333,3.75,2.25,4,0.2109562087,0.5932597327,0.4875390884,0.3317387967,0.08094117647,0.03582405153,-0.0778875096,0.9666175358,2610982.05,2660430.954,0.01894408669,0.9625208744,1250.268681,0.5321469046,2773.01399,0.4615820401,853171172636,2.55517E+16,0.1907853025,0.8871464451,0.4583810831,11.56227131,7.045700917,8.261622405,4.674309722,1.230937584,0.6180625367,3.245497508,2.974797937
234,21970,3,2,1,1.75,2.25,1.75,1.25,3.083333333,3.25,3.75,2.25,3.166666667,3,3,3.5,4.75,4.75,5,4.5,2.583333333,3,2.75,2,0.2109562087,0.5932597327,0.4875390884,0.3317387967,0.08094117647,0.03582405153,-0.0778875096,0.9666175358,2610982.05,2660430.954,0.01894408669,0.9625208744,1250.268681,0.5321469046,2773.01399,0.4615820401,853171172636,2.55517E+16,0.1907853025,0.8871464451,0.4583810831,11.56227131,7.045700917,8.261622405,4.674309722,1.230937584,0.6180625367,3.245497508,2.974797937
254,21970,4,4,4,3.583333333,2.75,4.25,3.75,3.5,3.5,4,3,2.916666667,2.5,2.25,4,2.5,2.25,3.5,1.75,4.75,4.75,5,4.5,0.2109562087,0.5932597327,0.4875390884,0.3317387967,0.08094117647,0.03582405153,-0.0778875096,0.9666175358,2610982.05,2660430.954,0.01894408669,0.9625208744,1250.268681,0.5321469046,2773.01399,0.4615820401,853171172636,2.55517E+16,0.1907853025,0.8871464451,0.4583810831,11.56227131,7.045700917,8.261622405,4.674309722,1.230937584,0.6180625367,3.245497508,2.974797937
133,22675,5,4,4,3.333333333,3.25,3.25,3.5,4.583333333,5,4.5,4.25,3.083333333,2.25,3.25,3.75,3.25,4.25,2.75,2.75,3.583333333,3.25,4,3.5,0.1680730889,0.5365017148,5.051950128,0.8078776011,0.06502906977,0.02089817806,-0.03511564252,0.967888484,3205115.076,2003488.81,-0.07026541834,0.9628786886,1759.058089,0.6658264795,4661.799897,0.466969246,1845833950302,6.13666E+16,0.3970985467,0.9298529791,0.4741466374,14.85256496,10.48175484,4.153741136,8.95907552,1.37162219,0.3924823188,3.262592074,1.960412247
186,22675,2,3,2,2.916666667,3.5,2.5,2.75,3.416666667,3,4,3.25,2.75,2.75,2.75,2.75,4.083333333,4.5,4.5,3.25,4.916666667,5,4.75,5,0.1680730889,0.5365017148,5.051950128,0.8078776011,0.06502906977,0.02089817806,-0.03511564252,0.967888484,3205115.076,2003488.81,-0.07026541834,0.9628786886,1759.058089,0.6658264795,4661.799897,0.466969246,1845833950302,6.13666E+16,0.3970985467,0.9298529791,0.4741466374,14.85256496,10.48175484,4.153741136,8.95907552,1.37162219,0.3924823188,3.262592074,1.960412247
195,22675,3,3,2,3,3.25,2.5,3.25,3.666666667,3.5,4.5,3,3.333333333,3.5,3.25,3.25,3.416666667,3.75,3.5,3,3.916666667,3.75,4.75,3.25,0.1680730889,0.5365017148,5.051950128,0.8078776011,0.06502906977,0.02089817806,-0.03511564252,0.967888484,3205115.076,2003488.81,-0.07026541834,0.9628786886,1759.058089,0.6658264795,4661.799897,0.466969246,1845833950302,6.13666E+16,0.3970985467,0.9298529791,0.4741466374,14.85256496,10.48175484,4.153741136,8.95907552,1.37162219,0.3924823188,3.262592074,1.960412247
229,22675,3,3,3,3.75,3.5,3.5,4.25,4.166666667,4.75,4.5,3.25,4.5,4,5,4.5,3.666666667,4.25,3,3.75,4,3.75,4,4.25,0.1680730889,0.5365017148,5.051950128,0.8078776011,0.06502906977,0.02089817806,-0.03511564252,0.967888484,3205115.076,2003488.81,-0.07026541834,0.9628786886,1759.058089,0.6658264795,4661.799897,0.466969246,1845833950302,6.13666E+16,0.3970985467,0.9298529791,0.4741466374,14.85256496,10.48175484,4.153741136,8.95907552,1.37162219,0.3924823188,3.262592074,1.960412247
230,22675,1,1,1,3.333333333,3.5,3.5,3,4.166666667,5,4.75,2.75,4.416666667,5,4.5,3.75,2.833333333,3.5,3,2,4.083333333,4,5,3.25,0.1680730889,0.5365017148,5.051950128,0.8078776011,0.06502906977,0.02089817806,-0.03511564252,0.967888484,3205115.076,2003488.81,-0.07026541834,0.9628786886,1759.058089,0.6658264795,4661.799897,0.466969246,1845833950302,6.13666E+16,0.3970985467,0.9298529791,0.4741466374,14.85256496,10.48175484,4.153741136,8.95907552,1.37162219,0.3924823188,3.262592074,1.960412247
254,22675,1,1,1,3.583333333,2.75,4.25,3.75,3.5,3.5,4,3,2.916666667,2.5,2.25,4,2.5,2.25,3.5,1.75,4.75,4.75,5,4.5,0.1680730889,0.5365017148,5.051950128,0.8078776011,0.06502906977,0.02089817806,-0.03511564252,0.967888484,3205115.076,2003488.81,-0.07026541834,0.9628786886,1759.058089,0.6658264795,4661.799897,0.466969246,1845833950302,6.13666E+16,0.3970985467,0.9298529791,0.4741466374,14.85256496,10.48175484,4.153741136,8.95907552,1.37162219,0.3924823188,3.262592074,1.960412247
262,22675,1,1,1,2.833333333,2.5,3,3,3.416666667,3.5,4,2.75,2.916666667,3.25,2.25,3.25,3.25,3.25,3,3.5,3.916666667,4,4.25,3.5,0.1680730889,0.5365017148,5.051950128,0.8078776011,0.06502906977,0.02089817806,-0.03511564252,0.967888484,3205115.076,2003488.81,-0.07026541834,0.9628786886,1759.058089,0.6658264795,4661.799897,0.466969246,1845833950302,6.13666E+16,0.3970985467,0.9298529791,0.4741466374,14.85256496,10.48175484,4.153741136,8.95907552,1.37162219,0.3924823188,3.262592074,1.960412247
276,22675,5,4,4,2.833333333,2.5,2.75,3.25,4,4.25,4.5,3.25,3.916666667,4,3.75,4,3.583333333,3,3.25,4.5,4.333333333,3.75,4.75,4.5,0.1680730889,0.5365017148,5.051950128,0.8078776011,0.06502906977,0.02089817806,-0.03511564252,0.967888484,3205115.076,2003488.81,-0.07026541834,0.9628786886,1759.058089,0.6658264795,4661.799897,0.466969246,1845833950302,6.13666E+16,0.3970985467,0.9298529791,0.4741466374,14.85256496,10.48175484,4.153741136,8.95907552,1.37162219,0.3924823188,3.262592074,1.960412247
280,22675,4,3,2,2.416666667,2,1.75,3.5,3.5,3.5,4.5,2.5,4.333333333,3.75,4.75,4.5,3.166666667,3.5,3.5,2.5,4.333333333,4.75,3.75,4.5,0.1680730889,0.5365017148,5.051950128,0.8078776011,0.06502906977,0.02089817806,-0.03511564252,0.967888484,3205115.076,2003488.81,-0.07026541834,0.9628786886,1759.058089,0.6658264795,4661.799897,0.466969246,1845833950302,6.13666E+16,0.3970985467,0.9298529791,0.4741466374,14.85256496,10.48175484,4.153741136,8.95907552,1.37162219,0.3924823188,3.262592074,1.960412247
87,30000,4,3,3,3,2.25,2.25,4.5,4.666666667,5,4.5,4.5,4.083333333,3,4.5,4.75,2.333333333,3.75,1.25,2,3.583333333,3,4,3.75,0.2756610025,0.4406364749,2.347774007,0.4275251936,0.0580539499,0.02263247101,-0.0618429048,0.9691540347,3565818.766,2562751.123,-0.06516365986,0.9677602624,3313.434811,0.7188156932,6225.430785,0.3128863567,4407659622220,2.70103E+17,0.5608408527,0.9577095659,0.4950431991,15.52683502,6.954859951,7.711387527,4.346083355,1.043490871,-10.57893229,16.27837033,3.917457208
146,30000,5,5,5,4.5,4.75,4.75,4,3.083333333,2.75,3.5,3,4.416666667,4.25,4.5,4.5,1.416666667,1.75,1,1.5,3.583333333,4.5,2.75,3.5,0.2756610025,0.4406364749,2.347774007,0.4275251936,0.0580539499,0.02263247101,-0.0618429048,0.9691540347,3565818.766,2562751.123,-0.06516365986,0.9677602624,3313.434811,0.7188156932,6225.430785,0.3128863567,4407659622220,2.70103E+17,0.5608408527,0.9577095659,0.4950431991,15.52683502,6.954859951,7.711387527,4.346083355,1.043490871,-10.57893229,16.27837033,3.917457208
151,30000,4,4,4,3.666666667,3.5,3.25,4.25,3.833333333,4.25,4.25,3,3.5,3.5,3.75,3.25,2.833333333,3.25,2.5,2.75,3.833333333,3.75,4,3.75,0.2756610025,0.4406364749,2.347774007,0.4275251936,0.0580539499,0.02263247101,-0.0618429048,0.9691540347,3565818.766,2562751.123,-0.06516365986,0.9677602624,3313.434811,0.7188156932,6225.430785,0.3128863567,4407659622220,2.70103E+17,0.5608408527,0.9577095659,0.4950431991,15.52683502,6.954859951,7.711387527,4.346083355,1.043490871,-10.57893229,16.27837033,3.917457208
247,30000,2,2,1,2.666666667,1.75,3.5,2.75,3.75,4.25,4.5,2.5,2.583333333,3.25,2,2.5,4.666666667,5,4.25,4.75,4.25,4.25,5,3.5,0.2756610025,0.4406364749,2.347774007,0.4275251936,0.0580539499,0.02263247101,-0.0618429048,0.9691540347,3565818.766,2562751.123,-0.06516365986,0.9677602624,3313.434811,0.7188156932,6225.430785,0.3128863567,4407659622220,2.70103E+17,0.5608408527,0.9577095659,0.4950431991,15.52683502,6.954859951,7.711387527,4.346083355,1.043490871,-10.57893229,16.27837033,3.917457208
